Слово,Количество,Частота(%)
earlier,8,0.00136316
chimed,8,0.00136316
schoolboy,8,0.00136316
uneasiness,8,0.00136316
commissions,8,0.00136316
uniting,8,0.00136316
sentinels,8,0.00136316
Napoleonic,8,0.00136316
wink,8,0.00136316
noisily,8,0.00136316
custom,8,0.00136316
smoothing,8,0.00136316
beekeeper,8,0.00136316
miss,8,0.00136316
issue,8,0.00136316
ending,8,0.00136316
shuddered,8,0.00136316
saint,8,0.00136316
restrained,8,0.00136316
alert,8,0.00136316
raft,8,0.00136316
unusually,8,0.00136316
watchman,8,0.00136316
fewer,8,0.00136316
XXIV,8,0.00136316
native,8,0.00136316
Young,8,0.00136316
pilgrims,8,0.00136316
couldn,8,0.00136316
springs,8,0.00136316
ward,8,0.00136316
unavoidable,8,0.00136316
XXV,8,0.00136316
section,8,0.00136316
XXVI,8,0.00136316
seventy,8,0.00136316
pillage,8,0.00136316
deception,8,0.00136316
Marie,8,0.00136316
coldness,8,0.00136316
foreigners,8,0.00136316
envoy,8,0.00136316
pilgrim,8,0.00136316
performing,8,0.00136316
None,8,0.00136316
disapprovingly,8,0.00136316
funeral,8,0.00136316
Amid,8,0.00136316
listless,8,0.00136316
routine,8,0.00136316
expensive,8,0.00136316
Gospel,8,0.00136316
mouths,8,0.00136316
knapsacks,8,0.00136316
swinging,8,0.00136316
tutors,8,0.00136316
sable,8,0.00136316
da,8,0.00136316
freshness,8,0.00136316
names,8,0.00136316
reddish,8,0.00136316
apple,8,0.00136316
mane,8,0.00136316
enlightenment,8,0.00136316
philosophy,8,0.00136316
selling,8,0.00136316
principle,8,0.00136316
perceive,8,0.00136316
W,8,0.00136316
Zhil,8,0.00136316
Apart,8,0.00136316
gestures,8,0.00136316
Mal,8,0.00136316
plenty,8,0.00136316
tearing,8,0.00136316
Probably,8,0.00136316
irrepressible,8,0.00136316
hindrance,8,0.00136316
junction,8,0.00136316
pit,8,0.00136316
Ferdinand,8,0.00136316
sorrowful,8,0.00136316
surely,8,0.00136316
proposals,8,0.00136316
vely,8,0.00136316
Chern,8,0.00136316
shev,8,0.00136316
notebook,8,0.00136316
energetically,8,0.00136316
rattled,8,0.00136316
heeding,8,0.00136316
experiencing,8,0.00136316
posted,8,0.00136316
gunpowder,8,0.00136316
motive,8,0.00136316
hasten,8,0.00136316
mentioning,8,0.00136316
reckoning,8,0.00136316
U,8,0.00136316
venture,8,0.00136316
insolent,8,0.00136316
removing,8,0.00136316
puff,8,0.00136316
guilt,8,0.00136316
Ostermann,8,0.00136316
stumbling,8,0.00136316
obligation,8,0.00136316
conceptions,8,0.00136316
Sok,8,0.00136316
conveyed,8,0.00136316
rejoinder,8,0.00136316
peering,8,0.00136316
rejected,8,0.00136316
wail,8,0.00136316
interfere,8,0.00136316
perplexed,8,0.00136316
rescue,8,0.00136316
Oriental,8,0.00136316
grasping,8,0.00136316
envious,8,0.00136316
ceremony,8,0.00136316
artillerymen,8,0.00136316
gaining,8,0.00136316
lych,8,0.00136316
Thee,8,0.00136316
disordered,8,0.00136316
mixed,8,0.00136316
penetrating,8,0.00136316
independence,8,0.00136316
successful,8,0.00136316
strengthened,8,0.00136316
salute,8,0.00136316
rings,8,0.00136316
knitting,8,0.00136316
lucky,8,0.00136316
exceptional,8,0.00136316
vets,8,0.00136316
gully,8,0.00136316
clutched,8,0.00136316
pursuing,8,0.00136316
advisers,8,0.00136316
1811,8,0.00136316
buzzing,8,0.00136316
evna,8,0.00136316
elsewhere,8,0.00136316
detailed,8,0.00136316
courtier,8,0.00136316
painted,8,0.00136316
cornet,8,0.00136316
tka,8,0.00136316
Turkish,8,0.00136316
impressed,8,0.00136316
Apr,8,0.00136316
outburst,8,0.00136316
harmony,8,0.00136316
Chief,8,0.00136316
spurred,8,0.00136316
Africa,8,0.00136316
horrid,8,0.00136316
owners,8,0.00136316
intrigue,8,0.00136316
fifteenth,8,0.00136316
dew,8,0.00136316
booty,8,0.00136316
ravine,8,0.00136316
attendant,8,0.00136316
vka,8,0.00136316
merchants,8,0.00136316
weapon,8,0.00136316
necks,8,0.00136316
token,8,0.00136316
tens,8,0.00136316
slanting,8,0.00136316
application,8,0.00136316
principal,8,0.00136316
presentiment,8,0.00136316
Excuse,8,0.00136316
dancers,8,0.00136316
envelope,8,0.00136316
kindled,8,0.00136316
cudgel,8,0.00136316
triumphantly,8,0.00136316
expresses,8,0.00136316
planned,8,0.00136316
casually,8,0.00136316
promoted,8,0.00136316
eternity,8,0.00136316
cared,8,0.00136316
disorganized,8,0.00136316
truly,8,0.00136316
informing,8,0.00136316
offense,8,0.00136316
mutton,8,0.00136316
heated,8,0.00136316
promptly,8,0.00136316
sacrificing,8,0.00136316
jumping,8,0.00136316
Moskv,8,0.00136316
promotion,8,0.00136316
notion,8,0.00136316
picking,8,0.00136316
cossaise,8,0.00136316
imploring,8,0.00136316
Army,8,0.00136316
tradesman,8,0.00136316
Siberia,8,0.00136316
contingencies,8,0.00136316
Ant,8,0.00136316
recognition,8,0.00136316
smoothed,8,0.00136316
Arb,8,0.00136316
Au,8,0.00136316
gap,8,0.00136316
refuge,8,0.00136316
amiably,8,0.00136316
assistance,8,0.00136316
smallest,8,0.00136316
shrieked,8,0.00136316
benefit,8,0.00136316
seal,8,0.00136316
Schmidt,8,0.00136316
alter,8,0.00136316
insulted,8,0.00136316
campaigns,8,0.00136316
offices,8,0.00136316
Senate,8,0.00136316
emerged,8,0.00136316
rumor,8,0.00136316
comfortably,8,0.00136316
Thus,8,0.00136316
pupil,8,0.00136316
horrors,8,0.00136316
nap,8,0.00136316
mark,8,0.00136316
language,8,0.00136316
smith,8,0.00136316
trunks,8,0.00136316
shells,8,0.00136316
religious,8,0.00136316
Rook,8,0.00136316
explanations,8,0.00136316
forgets,8,0.00136316
harsh,8,0.00136316
Heights,8,0.00136316
beforehand,8,0.00136316
undress,8,0.00136316
unimportant,8,0.00136316
test,8,0.00136316
Believe,8,0.00136316
sensitive,8,0.00136316
suggesting,8,0.00136316
Nor,8,0.00136316
dowry,8,0.00136316
pockmarked,8,0.00136316
unworthy,8,0.00136316
ugly,8,0.00136316
strain,8,0.00136316
perspiration,8,0.00136316
located,8,0.00136316
itsa,8,0.00136316
flame,8,0.00136316
f,8,0.00136316
wandered,8,0.00136316
tortured,8,0.00136316
size,8,0.00136316
blocked,8,0.00136316
Didn,8,0.00136316
score,8,0.00136316
negotiate,8,0.00136316
shudder,8,0.00136316
couples,8,0.00136316
dejected,8,0.00136316
wounds,8,0.00136316
lesson,8,0.00136316
uncertain,8,0.00136316
crackling,8,0.00136316
increase,7,0.00119277
Likhach,7,0.00119277
rer,7,0.00119277
prettier,7,0.00119277
abominable,7,0.00119277
exclamation,7,0.00119277
antipathy,7,0.00119277
darted,7,0.00119277
shako,7,0.00119277
sayings,7,0.00119277
gypsies,7,0.00119277
inspection,7,0.00119277
binding,7,0.00119277
submitting,7,0.00119277
salon,7,0.00119277
opera,7,0.00119277
Ts,7,0.00119277
locked,7,0.00119277
crept,7,0.00119277
outstretched,7,0.00119277
arrivals,7,0.00119277
dip,7,0.00119277
participation,7,0.00119277
hoarsely,7,0.00119277
corrected,7,0.00119277
plainness,7,0.00119277
masculine,7,0.00119277
March,7,0.00119277
Mummy,7,0.00119277
lya,7,0.00119277
legged,7,0.00119277
establishment,7,0.00119277
peacefully,7,0.00119277
complain,7,0.00119277
singly,7,0.00119277
menski,7,0.00119277
countenance,7,0.00119277
explains,7,0.00119277
roast,7,0.00119277
injustice,7,0.00119277
vocation,7,0.00119277
merriment,7,0.00119277
logs,7,0.00119277
commune,7,0.00119277
bundles,7,0.00119277
glove,7,0.00119277
occasional,7,0.00119277
Tver,7,0.00119277
widely,7,0.00119277
Afterwards,7,0.00119277
waters,7,0.00119277
cork,7,0.00119277
mortified,7,0.00119277
cathedral,7,0.00119277
points,7,0.00119277
excitedly,7,0.00119277
sacrificed,7,0.00119277
Keep,7,0.00119277
crowned,7,0.00119277
faire,7,0.00119277
elegant,7,0.00119277
availing,7,0.00119277
expense,7,0.00119277
occurrence,7,0.00119277
rivers,7,0.00119277
whereas,7,0.00119277
income,7,0.00119277
shaft,7,0.00119277
prot,7,0.00119277
fodder,7,0.00119277
swelling,7,0.00119277
seeming,7,0.00119277
deceased,7,0.00119277
sticking,7,0.00119277
lace,7,0.00119277
purposes,7,0.00119277
tremulous,7,0.00119277
shivering,7,0.00119277
insisting,7,0.00119277
Tit,7,0.00119277
fianc,7,0.00119277
planks,7,0.00119277
Lodge,7,0.00119277
procession,7,0.00119277
cheered,7,0.00119277
hadn,7,0.00119277
choosing,7,0.00119277
strides,7,0.00119277
pockets,7,0.00119277
modest,7,0.00119277
Section,7,0.00119277
producing,7,0.00119277
charred,7,0.00119277
distressed,7,0.00119277
packet,7,0.00119277
weighed,7,0.00119277
grace,7,0.00119277
rard,7,0.00119277
representing,7,0.00119277
centuries,7,0.00119277
owing,7,0.00119277
shamefaced,7,0.00119277
manifest,7,0.00119277
introducing,7,0.00119277
forgiven,7,0.00119277
sink,7,0.00119277
crushing,7,0.00119277
descent,7,0.00119277
whips,7,0.00119277
Sav,7,0.00119277
blessedness,7,0.00119277
declined,7,0.00119277
devastated,7,0.00119277
precisely,7,0.00119277
Saviour,7,0.00119277
Lieutenant,7,0.00119277
piteously,7,0.00119277
knocking,7,0.00119277
consulting,7,0.00119277
recurred,7,0.00119277
munching,7,0.00119277
Orthodox,7,0.00119277
renew,7,0.00119277
acute,7,0.00119277
familiarity,7,0.00119277
Involuntarily,7,0.00119277
egotism,7,0.00119277
floating,7,0.00119277
situated,7,0.00119277
scoundrels,7,0.00119277
dependent,7,0.00119277
clinging,7,0.00119277
breadth,7,0.00119277
entire,7,0.00119277
controlled,7,0.00119277
January,7,0.00119277
traces,7,0.00119277
boys,7,0.00119277
swung,7,0.00119277
victim,7,0.00119277
liberal,7,0.00119277
lingered,7,0.00119277
confessed,7,0.00119277
veranda,7,0.00119277
displeasure,7,0.00119277
episode,7,0.00119277
fears,7,0.00119277
tortoise,7,0.00119277
throughout,7,0.00119277
serves,7,0.00119277
Speak,7,0.00119277
Spain,7,0.00119277
foreigner,7,0.00119277
landlord,7,0.00119277
carelessly,7,0.00119277
arguing,7,0.00119277
latterly,7,0.00119277
Fire,7,0.00119277
topic,7,0.00119277
numerous,7,0.00119277
copying,7,0.00119277
obligations,7,0.00119277
patient,7,0.00119277
praying,7,0.00119277
owe,7,0.00119277
procured,7,0.00119277
blown,7,0.00119277
convictions,7,0.00119277
modesty,7,0.00119277
injured,7,0.00119277
diamonds,7,0.00119277
bags,7,0.00119277
fathers,7,0.00119277
freed,7,0.00119277
sunken,7,0.00119277
overheard,7,0.00119277
memorandum,7,0.00119277
marked,7,0.00119277
legal,7,0.00119277
superiors,7,0.00119277
nty,7,0.00119277
je,7,0.00119277
arrest,7,0.00119277
brotherly,7,0.00119277
Often,7,0.00119277
available,7,0.00119277
distracted,7,0.00119277
coward,7,0.00119277
bath,7,0.00119277
outflank,7,0.00119277
heir,7,0.00119277
smashed,7,0.00119277
prescribed,7,0.00119277
champagne,7,0.00119277
dreadfully,7,0.00119277
regards,7,0.00119277
formal,7,0.00119277
pistols,7,0.00119277
effects,7,0.00119277
kitten,7,0.00119277
disapproval,7,0.00119277
Vozdv,7,0.00119277
thoughtfully,7,0.00119277
relieved,7,0.00119277
fraud,7,0.00119277
footpace,7,0.00119277
Karl,7,0.00119277
savage,7,0.00119277
likes,7,0.00119277
couch,7,0.00119277
monotonous,7,0.00119277
manifestation,7,0.00119277
backward,7,0.00119277
mutual,7,0.00119277
harp,7,0.00119277
hang,7,0.00119277
huts,7,0.00119277
intervention,7,0.00119277
speaks,7,0.00119277
possess,7,0.00119277
cock,7,0.00119277
spotted,7,0.00119277
surprising,7,0.00119277
stewards,7,0.00119277
alluding,7,0.00119277
morosely,7,0.00119277
Baron,7,0.00119277
adopt,7,0.00119277
feeding,7,0.00119277
bows,7,0.00119277
deduced,7,0.00119277
separating,7,0.00119277
sins,7,0.00119277
positively,7,0.00119277
gigantic,7,0.00119277
secretary,7,0.00119277
universe,7,0.00119277
conqueror,7,0.00119277
tools,7,0.00119277
domain,7,0.00119277
strings,7,0.00119277
considerable,7,0.00119277
keys,7,0.00119277
sequence,7,0.00119277
cough,7,0.00119277
million,7,0.00119277
sacrifices,7,0.00119277
pausing,7,0.00119277
innkeeper,7,0.00119277
Either,7,0.00119277
Nast,7,0.00119277
bell,7,0.00119277
sealing,7,0.00119277
stroking,7,0.00119277
principles,7,0.00119277
skull,7,0.00119277
conquer,7,0.00119277
reaches,7,0.00119277
Berlin,7,0.00119277
obtaining,7,0.00119277
pretense,7,0.00119277
undoubtedly,7,0.00119277
se,7,0.00119277
factor,7,0.00119277
patches,7,0.00119277
grandfather,7,0.00119277
disheveled,7,0.00119277
communicated,7,0.00119277
strategic,7,0.00119277
Tartar,7,0.00119277
polished,7,0.00119277
operations,7,0.00119277
dances,7,0.00119277
unmarried,7,0.00119277
eBooks,7,0.00119277
hears,7,0.00119277
endurance,7,0.00119277
yielding,7,0.00119277
betrayed,7,0.00119277
cordially,7,0.00119277
unjust,7,0.00119277
knelt,7,0.00119277
fancies,7,0.00119277
glitter,7,0.00119277
Ves,7,0.00119277
population,7,0.00119277
Tat,7,0.00119277
wings,7,0.00119277
rescued,7,0.00119277
contradictions,7,0.00119277
bony,7,0.00119277
awaits,7,0.00119277
retiring,7,0.00119277
groan,7,0.00119277
tread,7,0.00119277
lovers,7,0.00119277
model,7,0.00119277
mess,7,0.00119277
ecstasy,7,0.00119277
jump,7,0.00119277
Beyond,7,0.00119277
Hill,7,0.00119277
substance,7,0.00119277
Pole,7,0.00119277
solved,7,0.00119277
deserved,7,0.00119277
studying,7,0.00119277
incoherent,7,0.00119277
guidance,7,0.00119277
miserable,7,0.00119277
une,7,0.00119277
suitor,7,0.00119277
exile,7,0.00119277
nervously,7,0.00119277
mountains,7,0.00119277
Till,7,0.00119277
marble,7,0.00119277
conjectures,7,0.00119277
rejoice,7,0.00119277
suites,7,0.00119277
daring,7,0.00119277
existing,7,0.00119277
treating,7,0.00119277
rags,7,0.00119277
neighborhood,7,0.00119277
temptations,7,0.00119277
reaction,7,0.00119277
total,7,0.00119277
regeneration,7,0.00119277
caprice,7,0.00119277
ax,7,0.00119277
seniority,7,0.00119277
schools,7,0.00119277
recommended,7,0.00119277
taciturn,7,0.00119277
beings,7,0.00119277
agility,7,0.00119277
extraordinarily,7,0.00119277
imperceptibly,7,0.00119277
Orders,7,0.00119277
musical,7,0.00119277
ages,7,0.00119277
noted,7,0.00119277
proofs,7,0.00119277
overflowing,7,0.00119277
vital,7,0.00119277
balloon,7,0.00119277
rupture,7,0.00119277
Near,7,0.00119277
stages,7,0.00119277
tufts,7,0.00119277
Mam,7,0.00119277
gait,7,0.00119277
plait,7,0.00119277
witness,7,0.00119277
incapable,7,0.00119277
kindhearted,7,0.00119277
possesses,7,0.00119277
spoiling,7,0.00119277
breakfast,7,0.00119277
operate,7,0.00119277
curled,7,0.00119277
fastened,7,0.00119277
donned,7,0.00119277
Society,7,0.00119277
contemporaries,7,0.00119277
detached,7,0.00119277
unreasoning,7,0.00119277
articles,7,0.00119277
bay,7,0.00119277
parting,7,0.00119277
diplomat,7,0.00119277
chill,7,0.00119277
decline,7,0.00119277
beams,7,0.00119277
vivid,7,0.00119277
feebly,7,0.00119277
rejoin,7,0.00119277
conclude,7,0.00119277
nobles,7,0.00119277
brotherhood,7,0.00119277
fuss,7,0.00119277
gesticulating,7,0.00119277
discharged,7,0.00119277
chatter,7,0.00119277
error,7,0.00119277
pleases,7,0.00119277
Bourbons,7,0.00119277
creaking,7,0.00119277
charges,7,0.00119277
fascinating,7,0.00119277
withdrew,7,0.00119277
amusement,7,0.00119277
Terrible,7,0.00119277
startled,7,0.00119277
packs,7,0.00119277
coiffure,7,0.00119277
Hofkriegsrath,7,0.00119277
sincerity,7,0.00119277
everyday,7,0.00119277
disputed,7,0.00119277
bits,7,0.00119277
comprehend,7,0.00119277
basis,7,0.00119277
description,7,0.00119277
trampled,7,0.00119277
overcoats,7,0.00119277
clergy,7,0.00119277
palm,7,0.00119277
dignified,7,0.00119277
trotted,7,0.00119277
satisfy,7,0.00119277
offers,7,0.00119277
warlike,7,0.00119277
opposition,7,0.00119277
consequences,7,0.00119277
remind,7,0.00119277
precise,7,0.00119277
deliberate,7,0.00119277
widow,7,0.00119277
heaved,7,0.00119277
uplifted,7,0.00119277
swept,7,0.00119277
fiercely,7,0.00119277
defect,7,0.00119277
depraved,7,0.00119277
ditch,7,0.00119277
memorable,7,0.00119277
steadily,7,0.00119277
Dnieper,7,0.00119277
infected,7,0.00119277
von,7,0.00119277
helplessly,7,0.00119277
tiny,7,0.00119277
saddled,7,0.00119277
glimpse,7,0.00119277
honneur,7,0.00119277
lodges,7,0.00119277
boards,7,0.00119277
ex,7,0.00119277
delicious,7,0.00119277
Hey,7,0.00119277
subordinate,7,0.00119277
market,7,0.00119277
stragglers,7,0.00119277
Power,7,0.00119277
postmaster,7,0.00119277
Secondly,7,0.00119277
posterity,7,0.00119277
slippers,7,0.00119277
restore,7,0.00119277
p,7,0.00119277
feverishly,7,0.00119277
flitted,7,0.00119277
tossed,7,0.00119277
retain,7,0.00119277
curls,7,0.00119277
Out,7,0.00119277
sprung,7,0.00119277
Send,7,0.00119277
blush,7,0.00119277
mathematics,7,0.00119277
entangled,7,0.00119277
dozed,7,0.00119277
lagged,7,0.00119277
Turks,7,0.00119277
stricken,7,0.00119277
knapsack,7,0.00119277
attainment,7,0.00119277
believing,7,0.00119277
noon,7,0.00119277
disorderly,7,0.00119277
proximity,7,0.00119277
cleanliness,7,0.00119277
poetry,7,0.00119277
lamp,7,0.00119277
undertaken,7,0.00119277
rude,7,0.00119277
pinch,7,0.00119277
enchanted,7,0.00119277
blonde,7,0.00119277
senses,7,0.00119277
lilac,7,0.00119277
rustling,7,0.00119277
fulfillment,7,0.00119277
Between,7,0.00119277
projectiles,7,0.00119277
Zdrzhinski,7,0.00119277
arrangement,7,0.00119277
created,7,0.00119277
ntseva,7,0.00119277
stubble,7,0.00119277
arises,7,0.00119277
accordance,7,0.00119277
assumption,7,0.00119277
reinforcements,7,0.00119277
supporting,7,0.00119277
kin,7,0.00119277
zhenka,7,0.00119277
landing,7,0.00119277
continuously,7,0.00119277
idle,7,0.00119277
plunder,7,0.00119277
emperor,6,0.00102237
beds,6,0.00102237
rka,6,0.00102237
Freemason,6,0.00102237
fugitives,6,0.00102237
balal,6,0.00102237
combined,6,0.00102237
evenly,6,0.00102237
capitulation,6,0.00102237
unseemly,6,0.00102237
Circassian,6,0.00102237
Iberian,6,0.00102237
serene,6,0.00102237
sabretache,6,0.00102237
disputes,6,0.00102237
winding,6,0.00102237
listeners,6,0.00102237
warmed,6,0.00102237
disastrous,6,0.00102237
affianced,6,0.00102237
hoarfrost,6,0.00102237
screaming,6,0.00102237
snatching,6,0.00102237
embassy,6,0.00102237
weakened,6,0.00102237
cubs,6,0.00102237
unreasonable,6,0.00102237
Cut,6,0.00102237
metal,6,0.00102237
resolve,6,0.00102237
noses,6,0.00102237
Catholic,6,0.00102237
lightning,6,0.00102237
frosty,6,0.00102237
degrees,6,0.00102237
OR,6,0.00102237
picturing,6,0.00102237
minutest,6,0.00102237
horn,6,0.00102237
trifle,6,0.00102237
piercingly,6,0.00102237
mystic,6,0.00102237
ascending,6,0.00102237
uncertainty,6,0.00102237
sentences,6,0.00102237
rhythmic,6,0.00102237
contemptible,6,0.00102237
exact,6,0.00102237
resembled,6,0.00102237
Adjutant,6,0.00102237
drowning,6,0.00102237
akin,6,0.00102237
expanded,6,0.00102237
renouncing,6,0.00102237
Matv,6,0.00102237
element,6,0.00102237
Twice,6,0.00102237
ropes,6,0.00102237
glorious,6,0.00102237
disconnected,6,0.00102237
qu,6,0.00102237
fencing,6,0.00102237
Does,6,0.00102237
grenadiers,6,0.00102237
misunderstanding,6,0.00102237
distinction,6,0.00102237
wasn,6,0.00102237
combine,6,0.00102237
intonation,6,0.00102237
7,6,0.00102237
surrounding,6,0.00102237
artilleryman,6,0.00102237
denied,6,0.00102237
oppressive,6,0.00102237
tips,6,0.00102237
fumbling,6,0.00102237
unchanged,6,0.00102237
correctly,6,0.00102237
convenient,6,0.00102237
liking,6,0.00102237
Sixth,6,0.00102237
skillfully,6,0.00102237
shrieks,6,0.00102237
Bedouin,6,0.00102237
keeper,6,0.00102237
Whose,6,0.00102237
Bridge,6,0.00102237
partition,6,0.00102237
license,6,0.00102237
Switzerland,6,0.00102237
breathed,6,0.00102237
sprinkled,6,0.00102237
nails,6,0.00102237
Yesterday,6,0.00102237
reassured,6,0.00102237
Roman,6,0.00102237
delirium,6,0.00102237
lime,6,0.00102237
hast,6,0.00102237
hole,6,0.00102237
anyhow,6,0.00102237
tax,6,0.00102237
irreproachable,6,0.00102237
sportsman,6,0.00102237
Mortier,6,0.00102237
prospect,6,0.00102237
Kaz,6,0.00102237
build,6,0.00102237
nza,6,0.00102237
justifications,6,0.00102237
suffers,6,0.00102237
lungs,6,0.00102237
camps,6,0.00102237
removal,6,0.00102237
bounded,6,0.00102237
wight,6,0.00102237
warn,6,0.00102237
snub,6,0.00102237
lovich,6,0.00102237
earnest,6,0.00102237
secured,6,0.00102237
YOU,6,0.00102237
Daddy,6,0.00102237
fools,6,0.00102237
oath,6,0.00102237
richest,6,0.00102237
daily,6,0.00102237
Ooh,6,0.00102237
subjection,6,0.00102237
naturedly,6,0.00102237
ambition,6,0.00102237
biting,6,0.00102237
meadows,6,0.00102237
flee,6,0.00102237
heavier,6,0.00102237
